,Name of compound,Compound ID,molecular_weight,molecular_formula,SMILES
944,Salbutamol,Compound(2083),239.31,C13H21NO3,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
945,Salicylic Acid,Compound(338),138.12,C7H6O3,C1=CC=C(C(=C1)C(=O)O)O
946,Salmeterol,Compound(5152),415.6,C25H37NO4,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
947,Sapropterin Dihydrochloride,Compound(135409471),314.17,C9H17Cl2N5O3,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O.Cl.Cl
948,Saquinavir,Compound(441243),670.8,C38H50N6O5,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O
949,Saxagliptin,Compound(11243969),315.4,C18H25N3O2,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N
950,Selegiline Hydrochloride,Compound(26758),223.74,C13H18ClN,CC(CC1=CC=CC=C1)N(C)CC#C.Cl
951,Selenium,Compound(6326970),78.97,Se,[Se]
952,Selexipag,Compound(9913767),496.6,C26H32N4O4S,CC(C)N(CCCCOCC(=O)NS(=O)(=O)C)C1=CN=C(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3
954,Senna,Compound(5199),862.7,C42H38O20,C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)OC7C(C(C(C(O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O
955,Sertraline,Compound(68617),306.2,C17H17Cl2N,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
956,Sevelamer,Compound(3085017),149.62,C6H12ClNO,C=CCN.C1C(O1)CCl
957,Sevoflurane,Compound(5206),200.05,C4H3F7O,C(OC(C(F)(F)F)C(F)(F)F)F
958,Sildenafil,Compound(135398744),474.6,C22H30N6O4S,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
959,Silver Nitrate,Compound(24470),169.873,AgNO3,[N+](=O)([O-])[O-].[Ag+]
960,Silver Sulfadiazine,Compound(441244),357.14,C10H9AgN4O2S,C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ag+]
961,Simeticone,Compound(6433516),238.46,C6H18O4Si3,CO[Si](C)(C)O[Si](C)(C)C.O=[Si]=O
962,Simvastatin,Compound(54454),418.6,C25H38O5,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
963,Siponimod,Compound(44599207),516.6,C29H35F3N2O3,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O
964,Sirolimus,Compound(5284616),914.2,C51H79NO13,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
965,Sitagliptin,Compound(4369359),407.31,C16H15F6N5O,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N
966,Sodium Aurothiomalate,Compound(22318),390.08,C4H3AuNa2O4S,C(C(C(=O)[O-])[S-])C(=O)[O-].[Na+].[Na+].[Au+]
967,Sodium Bicarbonate,Compound(516892),84.007,CHNaO3,C(=O)(O)[O-].[Na+]
968,Sodium Chloride,Compound(5234),58.44,ClNa,[Na+].[Cl-]
969,Sodium Citrate,Compound(6224),258.07,C6H5Na3O7,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+]
970,Sodium Clodronate,Compound(31195),288.85,CH2Cl2Na2O6P2,C(P(=O)(O)[O-])(P(=O)(O)[O-])(Cl)Cl.[Na+].[Na+]
971,Sodium Cromoglicate,Compound(27503),512.3,C23H14Na2O11,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-].[Na+].[Na+]
972,Sodium Feredetate,Compound(27461),367.05,C10H12FeN2NaO8,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Fe+3]
973,Sodium Fluoride,Compound(5235),41.988172399999996,FNa,[F-].[Na+]
975,Sodium Nitrite,Compound(23668193),68.995,NNaO2,N(=O)[O-].[Na+]
976,Sodium Nitroprusside,Compound(11953895),297.95,C5H4FeN6Na2O3,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4]
977,Sodium Oxybate,Compound(23663870),126.09,C4H7NaO3,C(CC(=O)[O-])CO.[Na+]
978,Sodium Phenylbutyrate,Compound(5258),186.18,C10H11NaO2,C1=CC=C(C=C1)CCCC(=O)[O-].[Na+]
979,Sodium Picosulfate,Compound(68654),481.4,C18H13NNa2O8S2,C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)[O-])C3=CC=C(C=C3)OS(=O)(=O)[O-].[Na+].[Na+]
980,Sodium Polystyrene Sulfonate,Compound(75905),184.21,C8H8O3S,C=CC1=CC=C(C=C1)S(=O)(=O)O
981,Sodium Stibogluconate,Compound(16683012),908.89,C12H36Na3O26Sb2+,C(C(C1C(C(O[Sb](=O)(O1)O[Sb]2(=O)OC(C(C(O2)C(=O)[O-])O)C(CO)O)C(=O)[O-])O)O)O.O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+]
982,Sodium Tetradecyl Sulfate,Compound(23665770),316.43,C14H29NaO4S,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
983,Sodium Thiosulfate,Compound(24477),158.11,Na2O3S2,[O-]S(=O)(=S)[O-].[Na+].[Na+]
984,Sodium Valproate,Compound(16760703),166.19,C8H15NaO2,CCCC(CCC)C(=O)[O-].[Na+]
986,Sofosbuvir,Compound(45375808),529.5,C22H29FN3O9P,CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3
987,Solifenacin Succinate,Compound(216457),480.6,C27H32N2O6,C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5.C(CC(=O)O)C(=O)O
988,Solriamfetol,Compound(10130337),194.23,C10H14N2O2,C1=CC=C(C=C1)CC(COC(=O)N)N
989,Sorafenib,Compound(216239),464.8,C21H16ClF3N4O3,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
990,Sotalol Hydrochloride,Compound(66245),308.83,C12H21ClN2O3S,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.Cl
991,Spironolactone,Compound(5833),416.6,C24H32O4S,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C
993,Stiripentol,Compound(5311454),234.29,C14H18O3,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O
995,Streptomycin,Compound(19649),581.6,C21H39N7O12,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O
996,Streptozocin,Compound(29327),265.22,C8H15N3O7,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O
997,Strontium Ranelate,Compound(6918182),513.5,C12H6N2O8SSr2,C(C1=C(SC(=C1C#N)N(CC(=O)[O-])CC(=O)[O-])C(=O)[O-])C(=O)[O-].[Sr+2].[Sr+2]
998,Sucroferric Oxyhydroxide,Compound(91663255),866.5,C12H29Fe5Na2O23,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O.O.O.O.[OH-].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Na+].[Na+].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3]
1000,Sulfadiazine,Compound(5215),250.28,C10H10N4O2S,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
1001,Sulfasalazine,Compound(5339),398.4,C18H14N4O5S,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O
1002,Sulindac,Compound(1548887),356.4,C20H17FO3S,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
1003,Sulpiride,Compound(5355),341.4,C15H23N3O4S,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
1004,Sumatriptan,Compound(5358),295.4,C14H21N3O2S,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
1005,Sunitinib,Compound(5329102),398.5,C22H27FN4O2,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
1006,Suxamethonium Chloride,Compound(22475),361.3,C14H30Cl2N2O4,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-]
1007,Tacalcitol,Compound(5283734),416.6,C27H44O3,CC(C)C(CCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)O
1008,Tacrolimus,Compound(445643),804.0,C44H69NO12,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
1009,Tadalafil,Compound(110635),389.4,C22H19N3O4,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
1010,Tafamidis,Compound(11001318),308.1,C14H7Cl2NO3,C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl
1011,Tafluprost,Compound(9868491),452.5,C25H34F2O5,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC=C2)(F)F)O)O
1012,Talazoparib,Compound(135565082),380.4,C19H14F2N6O,CN1C(=NC=N1)C2C(NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F
1014,Tamoxifen,Compound(2733526),371.5,C26H29NO,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3
1015,Tamsulosin Hydrochloride,Compound(5362376),445.0,C20H29ClN2O5S,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N.Cl
1016,Tapentadol,Compound(9838022),221.34,C14H23NO,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C
1017,Tazarotene,Compound(5381),351.5,C21H21NO2S,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C
1018,Tedizolid,Compound(11234049),370.3,C17H15FN6O3,CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4CC(OC4=O)CO)F
1022,Telbivudine,Compound(159269),242.23,C10H14N2O5,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
1023,Telmisartan,Compound(65999),514.6,C33H30N4O2,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C
1024,Telotristat Ethyl,Compound(25181577),575.0,C27H26ClF3N6O3,CCOC(=O)C(CC1=CC=C(C=C1)C2=CC(=NC(=N2)N)OC(C3=C(C=C(C=C3)Cl)N4C=CC(=N4)C)C(F)(F)F)N
1025,Temazepam,Compound(5391),300.74,C16H13ClN2O2,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3
1026,Temocillin,Compound(171758),414.5,C16H18N2O7S2,CC1(C(N2C(S1)C(C2=O)(NC(=O)C(C3=CSC=C3)C(=O)O)OC)C(=O)O)C
1027,Temoporfin,Compound(60751),680.7,C44H32N4O4,C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC(=CC=C6)O)N5)C7=CC(=CC=C7)O)C8=CC(=CC=C8)O)C9=CC(=CC=C9)O
1028,Temozolomide,Compound(5394),194.15,C6H6N6O2,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
1031,Tenofovir Alafenamide,Compound(9574768),476.5,C21H29N6O5P,CC(C)OC(=O)C(C)NP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OC3=CC=CC=C3
1032,Tenofovir Disoproxil,Compound(5481350),519.4,C19H30N5O10P,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OCOC(=O)OC(C)C
1033,Tenoxicam,Compound(54677971),337.4,C13H11N3O4S2,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3
1034,Terazosin,Compound(5401),387.4,C19H25N5O4,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
1035,Terbinafine,Compound(1549008),291.4,C21H25N,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
1036,Terbutaline Sulfate,Compound(441334),548.6,C24H40N2O10S,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O
1037,Teriflunomide,Compound(54684141),270.21,C12H9F3N2O2,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O
1040,Testosterone,Compound(6013),288.4,C19H28O2,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
1041,Testosterone Enantate,Compound(9416),400.6,C26H40O3,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
1042,Testosterone Propionate,Compound(5995),344.5,C22H32O3,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
1043,Testosterone Undecanoate,Compound(65157),456.7,C30H48O3,CCCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
1044,Tetrabenazine,Compound(6018),317.4,C19H27NO3,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
1045,Tetracaine,Compound(5411),264.36,C15H24N2O2,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
1047,Tetracycline,Compound(54675776),444.4,C22H24N2O8,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
1048,Thalidomide,Compound(5426),258.23,C13H10N2O4,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
1049,Theophylline,Compound(2153),180.16,C7H8N4O2,CN1C2=C(C(=O)N(C1=O)C)NC=N2
1050,Thiamine,Compound(1130),265.36,C12H17N4OS+,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
1051,Thiopental Sodium,Compound(23665410),264.32,C11H17N2NaO2S,CCCC(C)C1(C(=O)NC(=NC1=O)[S-])CC.[Na+]
1052,Thiotepa,Compound(5453),189.22,C6H12N3PS,C1CN1P(=S)(N2CC2)N3CC3
1053,Tiagabine,Compound(60648),375.6,C20H25NO2S2,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C
1054,Tiaprofenic Acid,Compound(5468),260.31,C14H12O3S,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O
1055,Tibolone,Compound(444008),312.4,C21H28O2,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O
1056,Ticagrelor,Compound(9871419),522.6,C23H28F2N6O4S,CCCSC1=NC(=C2C(=N1)N(N=N2)C3CC(C(C3O)O)OCCO)NC4CC4C5=CC(=C(C=C5)F)F
1057,Tigecycline,Compound(54686904),585.6,C29H39N5O8,CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C
1058,Timolol Maleate,Compound(5281056),432.5,C17H28N4O7S,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O.C(=CC(=O)O)C(=O)O
1059,Tinidazole,Compound(5479),247.27,C8H13N3O4S,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
1061,Tioconazole,Compound(5482),387.7,C16H13Cl3N2OS,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl
1062,Tioguanine,Compound(2723601),167.19,C5H5N5S,C1=NC2=C(N1)C(=S)N=C(N2)N
1063,Tiotropium,Compound(5487427),392.5,C19H22NO4S2+,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C
1064,Tipranavir,Compound(54682461),602.7,C31H33F3N2O5S,CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4
1065,Tirofiban,Compound(60947),440.6,C22H36N2O5S,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O
1066,Tivozanib,Compound(9911830),454.9,C22H19ClN4O5,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl
1067,Tizanidine,Compound(5487),253.71,C9H8ClN5S,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl
1068,Tobramycin,Compound(36294),467.5,C18H37N5O9,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N
1069,Tofacitinib,Compound(9926791),312.37,C16H20N6O,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N
1070,Tolbutamide,Compound(5505),270.35,C12H18N2O3S,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
1071,Tolcapone,Compound(4659569),273.24,C14H11NO5,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-]
1072,Tolfenamic Acid,Compound(610479),261.7,C14H12ClNO2,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O
1073,Tolterodine Tartrate,Compound(443878),475.6,C26H37NO7,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(C(C(=O)O)O)(C(=O)O)O
1074,Tolvaptan,Compound(216237),448.9,C26H25ClN2O3,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C
1075,Topiramate,Compound(5284627),339.36,C12H21NO8S,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
1076,Topotecan,Compound(60700),421.4,C23H23N3O5,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O
1077,Torasemide,Compound(41781),348.4,C16H20N4O3S,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C
1078,Toremifene,Compound(3005573),406.0,C26H28ClNO,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3
1079,Trabectedin,Compound(108150),761.8,C39H43N3O11S,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=CC(=C(C=C9CCN8)O)OC)OCO7)C)OC(=O)C)C(=C1OC)O
1080,Tramadol Hydrochloride,Compound(63013),299.83,C16H26ClNO2,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O.Cl
1081,Trametinib,Compound(11707110),615.4,C26H23FIN5O4,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5
1082,Trandolapril,Compound(5484727),430.5,C24H34N2O5,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O
1083,Tranexamic Acid,Compound(5526),157.21,C8H15NO2,C1CC(CCC1CN)C(=O)O
1084,Tranylcypromine,Compound(19493),133.19,C9H11N,C1C(C1N)C2=CC=CC=C2
1085,Travoprost,Compound(5282226),500.5,C26H35F3O6,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O
1086,Trazodone Hydrochloride,Compound(62935),408.3,C19H23Cl2N5O,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl.Cl
1087,Treosulfan,Compound(9882105),278.3,C6H14O8S2,CS(=O)(=O)OCC(C(COS(=O)(=O)C)O)O
1088,Tretinoin,Compound(444795),300.4,C20H28O2,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
1089,Triamcinolone Acetonide,Compound(6436),434.5,C24H31FO6,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C
1090,Triamcinolone Hexacetonide,Compound(21826),532.6,C30H41FO7,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)COC(=O)CC(C)(C)C)C)O)F)C)C
1091,Triamterene,Compound(5546),253.26,C12H11N7,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
1092,Trientine Dihydrochloride,Compound(71433),219.15,C6H20Cl2N4,C(CNCCNCCN)N.Cl.Cl
1093,Trifluoperazine,Compound(5566),407.5,C21H24F3N3S,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
1094,Trihexyphenidyl Hydrochloride,Compound(66007),337.9,C20H32ClNO,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O.Cl
1095,Trimethoprim,Compound(5578),290.32,C14H18N4O3,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
1096,Trimipramine,Compound(5584),294.4,C20H26N2,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
1098,Tropicamide,Compound(5593),284.35,C17H20N2O2,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
1099,Trospium Chloride,Compound(5284631),428.0,C25H30ClNO3,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O.[Cl-]
1100,Tryptophan,Compound(6305),204.22,C11H12N2O2,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N
1102,Ulipristal Acetate,Compound(130904),475.6,C30H37NO4,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)OC(=O)C
1103,Umeclidinium,Compound(11519070),428.6,C29H34NO2+,C1C[N+]2(CCC1(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCOCC5=CC=CC=C5
1104,Upadacitinib,Compound(58557659),380.4,C17H19F3N6O,CCC1CN(CC1C2=CN=C3N2C4=C(NC=C4)N=C3)C(=O)NCC(F)(F)F
1105,Urea Hydrogen Peroxide,Compound(31294),94.07,CH6N2O3,C(=O)(N)N.OO
1107,Ursodeoxycholic Acid,Compound(31401),392.6,C24H40O4,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
1108,Valaciclovir,Compound(135398742),324.34,C13H20N6O4,CC(C)C(C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N
1109,Valganciclovir,Compound(135413535),354.36,C14H22N6O5,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N
1110,Valproic Acid,Compound(3121),144.21,C8H16O2,CCCC(CCC)C(=O)O
1111,Valsartan,Compound(60846),435.5,C24H29N5O3,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O
1113,Vandetanib,Compound(3081361),475.4,C22H24BrFN4O2,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC
1114,Vardenafil,Compound(135400189),488.6,C23H32N6O4S,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C
1115,Varenicline,Compound(170361),211.26,C13H13N3,C1C2CNCC1C3=CC4=NC=CN=C4C=C23
1117,Vecuronium Bromide,Compound(39764),637.7,C34H57BrN2O4,CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-]
1118,Vemurafenib,Compound(42611257),489.9,C23H18ClF2N3O3S,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F
1119,Venetoclax,Compound(49846579),868.4,C45H50ClN7O7S,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C
1120,Venlafaxine,Compound(5656),277.4,C17H27NO2,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O
1121,Verapamil Hydrochloride,Compound(62969),491.1,C27H39ClN2O4,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC.Cl
1122,Vernakalant,Compound(9930049),349.5,C20H31NO4,COC1=C(C=C(C=C1)CCOC2CCCCC2N3CCC(C3)O)OC
1124,Vigabatrin,Compound(5665),129.16,C6H11NO2,C=CC(CCC(=O)O)N
1125,Vildagliptin,Compound(6918537),303.4,C17H25N3O2,C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N
1126,Vinblastine Sulfate,Compound(241902),909.1,C46H60N4O13S,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O
1127,Vincristine Sulfate,Compound(249332),923.0,C46H58N4O14S,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O
1128,Vindesine Sulfate,Compound(43116),852.0,C43H57N5O11S,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O.OS(=O)(=O)O
1129,Vinflunine,Compound(6918295),816.9,C45H54F2N4O8,CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=CC(=C(C=C45)C6(CC7CC(CN(C7)CC8=C6NC9=CC=CC=C89)C(C)(F)F)C(=O)OC)OC)C
